marka,model,ostecenje,snaga,registrovan,kilometraza,kubikaza,gorivo,mjenjac,god,cena
Peugeot,3008,Bez oštećenja,120,Ne,191500,1560,Dizel,Automatski,2017,15499
Mercedes Benz,S 430,Bez oštećenja,279,Da,379600,4300,Benzin,Automatski,2004,6450
Mercedes Benz,B 180,Bez oštećenja,108,Da,193000,1798,Dizel,Automatski,2013,11500
Audi,A3,Bez oštećenja,170,Da,255000,2000,Dizel,Manuelni,2007,5350
Mercedes Benz,A 180,Bez oštećenja,108,Da,220000,1800,Dizel,Manuelni,2005,3150
Mazda,3,Bez oštećenja,108,Da,255000,1600,Dizel,Manuelni,2010,5500
Citroen,Berlingo,Bez oštećenja,74,Ne,255000,1600,Dizel,Manuelni,2013,5800
Volkswagen,Passat,Bez oštećenja,140,Da,324444,2000,Dizel,Manuelni,2006,5100
Audi,Q5,Bez oštećenja,258,Da,265000,30,Dizel,Automatski,2016,17000
Audi,A6,Bez oštećenja,190,Da,341000,2700,Dizel,Automatski,2009,10500
Volkswagen,Phaeton,Bez oštećenja,239,Ne,192500,2998,Dizel,Automatski,2011,16500
Volkswagen,Phaeton,Bez oštećenja,224,Da,186600,3000,Dizel,Automatski,2009,7800
Kia,Sportage,Bez oštećenja,183,Da,183000,2000,Dizel,Automatski,2015,13900
Mercedes Benz,ML 350,Bez oštećenja,231,Da,288000,2986,Dizel,Automatski,2011,17500
Audi,Q5,Bez oštećenja,180,Da,230000,2000,Dizel,Automatski,2010,15000
Audi,A6,Bez oštećenja,190,Da,313000,2700,Dizel,Automatski,2008,7900
Chevrolet,Spark,Bez oštećenja,71,Da,100000,850,Benzin,Manuelni,2008,1400
Volkswagen,Polo,Bez oštećenja,75,Da,207000,1199,Dizel,Manuelni,2013,4500
BMW,X3,Bez oštećenja,150,Ne,263700,1995,Dizel,Automatski,2016,16999
Nissan,Qashqai,Bez oštećenja,115,Da,220000,1500,Dizel,Automatski,2020,18900
Jaguar,F-Pace,Bez oštećenja,299,Da,171240,2993,Dizel,Automatski,2017,26000
Volkswagen,Passat,Bez oštećenja,120,Da,244000,1600,Dizel,Automatski,2016,11600
Renault,Clio,Bez oštećenja,85,Da,192000,1461,Dizel,Manuelni,2018,6949
Volkswagen,Tiguan,Bez oštećenja,200,Ne,177082,1968,Dizel,Automatski,2021,37950
Nissan,Qashqai,Bez oštećenja,106,Da,209000,1461,Dizel,Manuelni,2007,6950
Land Rover,Discovery Sport,Bez oštećenja,180,Da,70620,1999,Dizel,Automatski,2020,35950
Peugeot,206,Bez oštećenja,107,Da,165000,1587,Benzin,Manuelni,2004,1500
Škoda,Kodiaq,Bez oštećenja,190,Ne,290000,2000,Dizel,Automatski,2018,21500
Audi,Q7,Bez oštećenja,272,Da,268000,2967,Dizel,Tiptronik,2018,42800
Hyundai,Santa Fe,Bez oštećenja,155,Da,330,2200,Dizel,Manuelni,2007,8000
Ford,Focus,Bez oštećenja,122,Da,188500,1600,Dizel,Manuelni,2011,5500
Audi,A4,Bez oštećenja,120,Da,160000,2000,Dizel,Manuelni,2014,14480
Volkswagen,Golf Plus,Bez oštećenja,102,Da,222,1600,Benzin+Plin,Manuelni,2006,4800
Volkswagen,Tiguan,Bez oštećenja,190,Ne,223000,1968,Dizel,Automatski,2018,21999
Renault,Megane,Bez oštećenja,95,Ne,160000,1500,Dizel,Manuelni,2019,9150
Renault,Espace,Bez oštećenja,150,Da,300,2000,Dizel,Automatski,2008,4200
Audi,A3,Bez oštećenja,116,Ne,204000,1600,Dizel,Automatski,2019,17200
Volkswagen,Amarok,Bez oštećenja,204,Ne,265000,3000,Dizel,Automatski,2018,25000
Peugeot,206,Bez oštećenja,109,Da,123456,1560,Dizel,Manuelni,2006,2500
Mini,Cooper S,Bez oštećenja,140,Da,187000,1600,Benzin,Automatski,2010,9500
Volkswagen,Golf 4,Bez oštećenja,89,Da,3200000,1900,Dizel,Manuelni,1999,2650
Audi,100,Bez oštećenja,90,Da,400000,1900,Dizel,Manuelni,1995,1900
Škoda,Octavia,Bez oštećenja,105,Da,139000,1598,Dizel,Manuelni,2010,7600
Peugeot,3008,Bez oštećenja,120,Da,205000,1600,Dizel,Automatski,2017,16500
Mercedes Benz,GLE 350,Bez oštećenja,272,Da,137500,3000,Dizel,Tiptronik,2019,80000
Volkswagen,Polo,Bez oštećenja,101,Da,230000,1400,Dizel,Manuelni,2011,5300
Mazda,CX-5,Bez oštećenja,149,Da,198000,2198,Dizel,Automatski,2017,14000
Citroen,C4,Bez oštećenja,108,Da,210000,1600,Dizel,Manuelni,2006,2800
Audi,A6,Bez oštećenja,190,Da,184500,1968,Dizel,Automatski,2015,20750
Audi,A4,Bez oštećenja,149,Da,110000,1968,Dizel,Automatski,2015,18500
Ford,Mondeo,Bez oštećenja,163,Da,347000,2000,Dizel,Tiptronik,2011,7300
Kia,Pro_ceed,Bez oštećenja,109,Da,204963,1396,Benzin,Manuelni,2009,2900
BMW,525,Bez oštećenja,177,Da,262000,2489,Dizel,Automatski,2005,7000
Nissan,Pathfinder,Bez oštećenja,171,Da,243000,2500,Dizel,Manuelni,2006,8300
Volkswagen,Golf 7,Bez oštećenja,105,Da,237000,1600,Dizel,Manuelni,2013,10250
Škoda,Octavia,Bez oštećenja,140,Da,230000,1988,Dizel,Automatski,2011,6900
Volkswagen,Passat,Bez oštećenja,130,Da,300000,1900,Dizel,Manuelni,2003,2500
Ford,Kuga,Bez oštećenja,140,Ne,218000,2000,Dizel,Manuelni,2012,8500
BMW,120,Bez oštećenja,163,Da,300000,2000,Dizel,Manuelni,2004,4400
Mercedes Benz,ML 280,Bez oštećenja,190,Da,290000,3000,Benzin,Automatski,2008,6900
Audi,A3,Bez oštećenja,104,Ne,224000,1600,Dizel,Manuelni,2010,6300
Volkswagen,Passat CC,Bez oštećenja,170,Da,207000,2000,Dizel,Manuelni,2011,10500
Audi,Q7,Bez oštećenja,244,Da,225000,3000,Dizel,Automatski,2013,23950
BMW,530,Bez oštećenja,258,Da,270000,3000,Dizel,Automatski,2011,16900
Opel,Corsa,Bez oštećenja,95,Ne,242000,1300,Dizel,Manuelni,2012,4600
Citroen,C3 Picasso,Bez oštećenja,92,Da,210000,1560,Dizel,Manuelni,2010,4200
Volkswagen,Golf Sportsvan,Bez oštećenja,110,Da,243000,1596,Dizel,Manuelni,2016,9300
Ford,Fiesta,Bez oštećenja,95,Ne,2111690,1600,Dizel,Manuelni,2013,5650
Mercedes Benz,B 150,Bez oštećenja,102,Da,209369,1498,Benzin,Manuelni,2007,5300
Volkswagen,Golf 6,Bez oštećenja,211,Da,235000,1998,Benzin,Automatski,2010,14000
Audi,A6,Bez oštećenja,204,Da,252000,2967,Dizel,Automatski,2011,13500
Peugeot,207,Bez oštećenja,120,Da,1350000,1600,Benzin,Manuelni,2007,4000
Mini,Countryman,Bez oštećenja,112,Da,219000,1600,Dizel,Manuelni,2010,9000
Mercedes Benz,GLK 220,Bez oštećenja,170,Da,306000,2200,Dizel,Automatski,2011,11900
Renault,Captur,Bez oštećenja,116,Ne,175389,1461,Dizel,Automatski,2020,15900
Subaru,Forester,Bez oštećenja,149,Ne,210000,2000,Benzin,Manuelni,2013,12500
Volkswagen,Caddy,Bez oštećenja,104,Da,170000,1900,Dizel,Manuelni,2009,10000
Fiat,Punto Evo,Bez oštećenja,84,Da,239085,1300,Dizel,Manuelni,2011,4800
Mercedes Benz,E 200,Bez oštećenja,184,Ne,116000,1991,Benzin,Automatski,2017,19900
Volkswagen,Touran,Bez oštećenja,140,Da,254000,2000,Dizel,Manuelni,2011,10500
Land Rover,Defender,Bez oštećenja,112,Da,275000,2490,Dizel,Manuelni,1998,23750
Mini,Cooper D,Bez oštećenja,115,Da,260000,1600,Dizel,Manuelni,2008,5300
BMW,520,Bez oštećenja,190,Ne,179000,1995,Hibrid dizel,Automatski,2020,30900
Volkswagen,Passat,Bez oštećenja,120,Da,247785,1600,Dizel,Automatski,2018,16000
BMW,520,Bez oštećenja,190,Ne,179000,1995,Hibrid dizel,Automatski,2020,30900
Volkswagen,Passat,Bez oštećenja,120,Da,247785,1600,Dizel,Automatski,2018,16000
Mini,Cooper,Bez oštećenja,101,Ne,320000,1600,Benzin,Manuelni,2003,3000
Volkswagen,Golf 6,Bez oštećenja,110,Ne,156000,2000,Dizel,Manuelni,2009,7300
Alfa Romeo,147,Bez oštećenja,119,Da,170000,1900,Dizel,Manuelni,2006,1800
Mercedes Benz,C 200,Bez oštećenja,163,Da,207351,1769,Benzin,Automatski,2007,8800
Volkswagen,Arteon,Bez oštećenja,200,Da,95000,2000,Dizel,Automatski,2020,41350
Land Rover,Freelander,Bez oštećenja,163,Da,220000,2198,Dizel,Automatski,2009,8700
Alfa Romeo,MiTo,Bez oštećenja,84,Da,200000,89,Dizel,Manuelni,2011,4200
Peugeot,206,Bez oštećenja,108,Da,123456,1600,Dizel,Manuelni,2004,1500
Volkswagen,Passat,Bez oštećenja,140,Da,240000,20,Dizel,Manuelni,2007,6000
Land Rover,Defender,Bez oštećenja,113,Da,1000,2500,Dizel,Manuelni,1999,26000
Volkswagen,Tiguan,Bez oštećenja,150,Ne,165000,1400,Benzin,Manuelni,2010,9000
Renault,Megane,Bez oštećenja,110,Ne,190000,1461,Dizel,Automatski,2017,10900
Seat,Ibiza,Bez oštećenja,74,Da,284881,1200,Dizel,Manuelni,2011,3999
Audi,A3,Bez oštećenja,140,Da,185000,2000,Dizel,Manuelni,2006,4800
Opel,Meriva,Bez oštećenja,110,Ne,185900,1598,Dizel,Manuelni,2017,9450
Peugeot,3008,Bez oštećenja,131,Da,194500,1500,Dizel,Automatski,2018,14000
Volkswagen,Golf 7,Bez oštećenja,105,Ne,223000,1600,Dizel,Automatski,2013,11300
Volkswagen,Passat,Bez oštećenja,140,Da,278000,1968,Dizel,Manuelni,2011,7500
BMW,X5,Bez oštećenja,235,Da,303000,2997,Dizel,Automatski,2008,14499
Volkswagen,Touran,Bez oštećenja,105,Da,311000,1900,Dizel,Automatski,2007,5300
Toyota,Land Cruiser,Bez oštećenja,190,Da,91000,2982,Dizel,Automatski,2012,34500
Opel,Vectra,Bez oštećenja,149,Da,310000,1900,Dizel,Manuelni,2007,4500
Audi,A4,Bez oštećenja,142,Da,195000,2000,Dizel,Automatski,2013,9450
Citroen,C4 Cactus,Bez oštećenja,81,Da,117261,1199,Benzin,Manuelni,2017,8000
Mercedes Benz,E 200,Bez oštećenja,150,Da,280000,2200,Dizel,Automatski,2018,21500
BMW,X6,Bez oštećenja,306,Da,251000,2993,Dizel,Automatski,2011,27000
Ford,S-Max,Bez oštećenja,130,Da,123456,2000,Dizel,Automatski,2007,4000
BMW,320,Bez oštećenja,149,Da,168000,1995,Hibrid dizel,Automatski,2020,29500
Renault,Clio,Bez oštećenja,86,Da,220000,1500,Dizel,Manuelni,2006,4000
Volkswagen,Polo,Bez oštećenja,54,Da,220000,1200,Benzin,Manuelni,2002,2350
Audi,A4,Bez oštećenja,119,Da,290000,2000,Dizel,Manuelni,2010,8500
Audi,Q3,Bez oštećenja,163,Ne,220000,1998,Dizel,Automatski,2011,14500
Seat,Altea XL,Bez oštećenja,105,Ne,198000,1598,Dizel,Automatski,2011,6500
Nissan,X-Trail,Bez oštećenja,131,Da,203000,1600,Dizel,Automatski,2016,17200
Volkswagen,Passat,Bez oštećenja,105,Da,223166,1600,Dizel,Manuelni,2011,8000
Mercedes Benz,CLS 350,Bez oštećenja,259,Da,240000,3000,Dizel,Automatski,2012,25000
Mercedes Benz,A 160,Bez oštećenja,82,Ne,130000,1991,Dizel,Manuelni,2004,2100
Volkswagen,Golf 5,Bez oštećenja,90,Da,294515,1900,Dizel,Manuelni,2007,4000
Volkswagen,Passat,Bez oštećenja,105,Da,215000,1600,Dizel,Manuelni,2010,6600
Mercedes Benz,C 220,Bez oštećenja,163,Da,169000,2143,Dizel,Manuelni,2014,16250
Toyota,RAV 4,Bez oštećenja,150,Da,245000,2200,Dizel,Automatski,2015,15000
Renault,Megane,Bez oštećenja,82,Da,3000000,1496,Dizel,Manuelni,2004,1500
Volkswagen,Caddy,Bez oštećenja,101,Da,158000,20000,Dizel,Manuelni,2020,16300
Seat,Ibiza,Bez oštećenja,75,Da,230520,1400,Dizel,Manuelni,2002,1700
BMW,530,Bez oštećenja,258,Da,0,3000,Dizel,Automatski,2014,21000
Citroen,C3,Bez oštećenja,100,Ne,169000,1500,Dizel,Manuelni,2019,8650
Volvo,V40,Bez oštećenja,114,Ne,208335,1598,Dizel,Manuelni,2014,9499
Peugeot,2008,Bez oštećenja,92,Da,204000,1560,Dizel,Automatski,2013,8700
Renault,Clio,Bez oštećenja,0,Da,240000,1500,Dizel,Manuelni,2014,5300
Suzuki,SX4 S-Cross,Bez oštećenja,120,Da,307000,1594,Dizel,Manuelni,2013,9450
BMW,320,Bez oštećenja,176,Da,0,2000,Dizel,Manuelni,2009,8300
Volkswagen,Touran,Bez oštećenja,110,Da,205466,1600,Dizel,Automatski,2015,16300
Audi,A4,Bez oštećenja,176,Da,221000,2000,Dizel,Automatski,2013,13000
Volkswagen,Passat,Bez oštećenja,104,Da,316000,1896,Dizel,Manuelni,2006,5100
Audi,A6,Bez oštećenja,232,Da,310000,3000,Dizel,Automatski,2007,6300
Land Rover,Discovery,Bez oštećenja,137,Da,111,11,Dizel,Manuelni,2001,8500
Volkswagen,New Beetle,Bez oštećenja,116,Da,113000,1984,Benzin,Automatski,2009,4500
Audi,A4,Bez oštećenja,150,Ne,244000,1968,Dizel,Automatski,2014,8500
Audi,A3,Bez oštećenja,150,Da,235996,2000,Dizel,Manuelni,2016,16200
Mercedes Benz,200,Bez oštećenja,140,Da,202000,2000,Dizel,Automatski,2007,5900
Audi,A7,Bez oštećenja,312,Da,204500,3000,Dizel,Automatski,2012,18000
Fiat,Bravo,Bez oštećenja,120,Ne,245000,1600,Dizel,Manuelni,2013,4900
Volkswagen,Golf 7.5,Bez oštećenja,116,Da,125000,1600,Dizel,Automatski,2018,16000
Nissan,X-Trail,Bez oštećenja,136,Da,416000,2200,Dizel,Manuelni,2006,4000
Renault,Megane,Bez oštećenja,101,Da,250000,74,Dizel,Manuelni,2007,1850
Citroen,C4,Bez oštećenja,130,Ne,92000,1500,Dizel,Automatski,2021,17800
Mercedes Benz,320,Bez oštećenja,224,Da,400000,3000,Dizel,Automatski,2005,5499
Toyota,RAV 4,Bez oštećenja,176,Da,239360,2231,Dizel,Manuelni,2006,7300
Peugeot,207,Bez oštećenja,109,Da,232000,1560,Dizel,Manuelni,2009,4200
Citroen,C3,Bez oštećenja,92,Da,289443,1560,Dizel,Manuelni,2011,5100
Mercedes Benz,A 180,Bez oštećenja,108,Da,208000,1992,Dizel,Manuelni,2005,3500
Opel,Antara,Bez oštećenja,149,Da,218000,2000,Dizel,Automatski,2007,5000
BMW,X3,Bez oštećenja,259,Da,94000,3000,Dizel,Automatski,2011,17500
Audi,A1,Bez oštećenja,105,Da,201000,1600,Dizel,Manuelni,2010,7000
Peugeot,3008,Bez oštećenja,93,Da,203500,1600,Dizel,Manuelni,2012,4900
Kia,Sorento,Bez oštećenja,140,Da,306224,2500,Dizel,Manuelni,2005,8200
Citroen,C5,Bez oštećenja,110,Ne,300000,1600,Dizel,Manuelni,2012,3000
Mercedes Benz,C 220,Bez oštećenja,200,Da,0,2000,Hibrid dizel,Automatski,2024,52000
Renault,Clio,Bez oštećenja,75,Da,258000,1500,Dizel,Manuelni,2013,6300
Renault,Clio,Bez oštećenja,68,Da,115000,1500,Dizel,Manuelni,2015,6200
Seat,Leon,Bez oštećenja,116,Ne,165000,2000,Dizel,Manuelni,2021,16900
BMW,530,Bez oštećenja,245,Ne,270000,3000,Dizel,Automatski,2011,11000
Honda,Civic,Bez oštećenja,449,Da,50000,2000,Benzin,Manuelni,2016,45000
Volkswagen,Golf 7,Bez oštećenja,184,Da,260000,2000,Dizel,Manuelni,2016,14300
Volkswagen,Jetta,Bez oštećenja,105,Da,371106,1900,Dizel,Automatski,2006,5200
Opel,Crossland X,Bez oštećenja,110,Ne,105850,1499,Dizel,Manuelni,2022,16950
Audi,A4,Bez oštećenja,189,Da,218000,1968,Dizel,Automatski,2019,26500
BMW,X3,Bez oštećenja,265,Da,185000,2993,Dizel,Automatski,2019,31490
Škoda,Superb,Bez oštećenja,140,Da,315180,2000,Dizel,Automatski,2011,10500
Opel,Grandland X,Bez oštećenja,120,Da,198619,1500,Dizel,Manuelni,2017,14980
Volkswagen,Golf 7,Bez oštećenja,110,Da,180000,1598,Dizel,Manuelni,2014,10500
Ford,Mondeo,Bez oštećenja,149,Da,137442,1997,Dizel,Automatski,2017,14400
Audi,A4,Bez oštećenja,204,Da,16800,2000,Dizel,Automatski,2023,48990
Volkswagen,Golf 5,Bez oštećenja,170,Da,219000,1980,Dizel,Manuelni,2007,4400
Mini,One,Bez oštećenja,97,Da,152900,1600,Benzin,Manuelni,2012,6500
Nissan,Qashqai+2,Bez oštećenja,150,Da,211000,2000,Dizel,Manuelni,2008,6600
Kia,Cee`d,Bez oštećenja,116,Da,27000,16,Dizel,Manuelni,2008,4500
BMW,X5,Bez oštećenja,183,Da,568,3000,Dizel,Automatski,2004,6300
Ford,Galaxy,Bez oštećenja,140,Da,300000,2000,Dizel,Manuelni,2009,6500
Jeep,Grand Cherokee,Bez oštećenja,244,Da,96000,4700,Benzin,Automatski,1999,8400
Land Rover,Discovery,Bez oštećenja,240,Da,118065,1999,Dizel,Automatski,2018,25900
Alfa Romeo,159,Bez oštećenja,149,Da,247000,1900,Dizel,Manuelni,2007,3700
Fiat,Campagnola,Bez oštećenja,115,Da,54873,2500,Dizel,Manuelni,1976,7200
BMW,X6,Bez oštećenja,312,Da,300000,2993,Dizel,Automatski,2017,55500
Audi,Q5,Bez oštećenja,176,Da,245623,2000,Dizel,Manuelni,2009,13500
Nissan,Note,Bez oštećenja,89,Da,225000,1500,Dizel,Manuelni,2013,6300
Subaru,OUTBACK,Bez oštećenja,180,Da,11000,2500,Benzin,Automatski,2023,43000
Škoda,Octavia,Bez oštećenja,110,Da,200000,1595,Dizel,Manuelni,2015,8999
BMW,X5,Bez oštećenja,235,Da,320000,3000,Dizel,Automatski,2009,12500
Audi,A6,Bez oštećenja,204,Da,320100,3000,Dizel,Automatski,2012,15490
BMW,318,Bez oštećenja,142,Da,205000,1995,Dizel,Automatski,2015,10900
Mercedes Benz,E 300,Bez oštećenja,204,Da,340000,2143,Hibrid dizel,Automatski,2015,12900
Volkswagen,Passat,Bez oštećenja,150,Da,269000,2000,Dizel,Automatski,2018,16000
Nissan,X-Trail,Bez oštećenja,131,Da,242000,1600,Dizel,Automatski,2016,13900
Land Rover,Discovery,Bez oštećenja,240,Da,85463,1999,Dizel,Automatski,2018,26900
BMW,X3,Oštećen - nije u voznom stanju,204,Da,123456,3000,Dizel,Automatski,2004,3500
Kia,Cee`d,Bez oštećenja,89,Da,216000,1400,Benzin,Manuelni,2011,3800
Volkswagen,Golf 3,Bez oštećenja,89,Da,300000,1800,Benzin+Plin,Manuelni,1993,1100
Škoda,Octavia,Bez oštećenja,116,Da,293000,1600,Dizel,Automatski,2017,11990
Land Rover,Discovery Sport,Bez oštećenja,149,Da,175000,1999,Dizel,Automatski,2017,20600
Renault,Scenic,Bez oštećenja,95,Da,292000,1498,Dizel,Manuelni,2014,5800
Audi,A8,Bez oštećenja,286,Da,310000,4000,Dizel,Automatski,2003,5000
Audi,A3,Bez oštećenja,105,Da,300000,1900,Dizel,Manuelni,2009,7500
Volkswagen,Golf 6,Bez oštećenja,104,Ne,254000,1600,Dizel,Manuelni,2010,5350
Volkswagen,Tiguan,Bez oštećenja,140,Da,236800,1968,Dizel,Automatski,2010,12000
Mercedes Benz,E 320,Bez oštećenja,194,Da,350000,2987,Dizel,Automatski,2010,9000
Audi,A6,Bez oštećenja,190,Da,221000,2000,Dizel,Automatski,2018,20650
BMW,X3,Bez oštećenja,177,Ne,210195,2000,Dizel,Automatski,2009,9550
Land Rover,Range Rover Evoque,Bez oštećenja,152,Ne,179000,2200,Dizel,Automatski,2013,17600
Volkswagen,Golf Plus,Bez oštećenja,105,Ne,210000,1600,Dizel,Automatski,2010,7300
Volkswagen,Golf 4,Bez oštećenja,100,Da,39856,74,Dizel,Manuelni,2001,2900
Opel,Combo,Bez oštećenja,95,Da,127000,1300,Dizel,Manuelni,2017,7900
Škoda,Octavia,Bez oštećenja,149,Da,130000,2000,Dizel,Automatski,2017,14600
Škoda,Kamiq,Bez oštećenja,115,Ne,240000,1600,Dizel,Manuelni,2020,15900
Mercedes Benz,CLK 240,Bez oštećenja,170,Da,270000,2600,Benzin+Plin,Manuelni,2002,3000
Renault,Captur,Bez oštećenja,91,Da,37000,1000,Benzin,Manuelni,2022,18500
KGM,Kyron,Bez oštećenja,140,Da,300000,1998,Dizel,Manuelni,2007,4550
Opel,Insignia,Bez oštećenja,195,Da,225000,2000,Dizel,Automatski,2013,10800
Audi,A4,Bez oštećenja,136,Da,269000,2000,Dizel,Manuelni,2013,11000
Ford,Mondeo,Bez oštećenja,179,Da,241369,2000,Dizel,Automatski,2016,11759
Audi,A6 Allroad,Bez oštećenja,312,Da,222222,3000,Dizel,Automatski,2014,19000
Suzuki,Splash,Bez oštećenja,75,Da,247000,1300,Dizel,Manuelni,2009,4200
Volkswagen,Golf 6,Bez oštećenja,105,Da,265000,1598,Dizel,Manuelni,2009,6800
Peugeot,3008,Bez oštećenja,131,Ne,142325,1499,Dizel,Automatski,2021,19900
Mercedes Benz,A 180,Bez oštećenja,116,Ne,164000,1461,Dizel,Automatski,2020,20900
Mercedes Benz,CLS 320,Bez oštećenja,224,Da,33333,3000,Dizel,Automatski,2007,8000
Škoda,Superb,Bez oštećenja,150,Da,240000,2000,Dizel,Automatski,2015,15700
Renault,Talisman,Bez oštećenja,110,Da,250000,1500,Dizel,Automatski,2018,13550
Nissan,X-Trail,Bez oštećenja,131,Ne,230000,1600,Dizel,Automatski,2019,15900
Peugeot,3008,Bez oštećenja,131,Ne,160000,1200,Benzin,Manuelni,2021,15900
Jeep,Grand Cherokee,Bez oštećenja,251,Da,275000,3000,Dizel,Automatski,2013,18900
Mercedes Benz,B 180,Bez oštećenja,185,Da,1900000,5,Dizel,Automatski,2005,5500
BMW,X3,Bez oštećenja,182,Da,350000,2000,Dizel,Automatski,2013,14000
Porsche,Cayenne,Bez oštećenja,245,Da,274000,3000,Dizel,Automatski,2013,25000
Volkswagen,Touran,Bez oštećenja,104,Da,285045,1890,Dizel,Manuelni,2005,4000
Fiat,Bravo,Bez oštećenja,80,Da,162888,1400,Benzin,Manuelni,1998,70000
Volkswagen,Caddy,Bez oštećenja,105,Da,105000,1600,Dizel,Manuelni,2014,11500
BMW,418,Bez oštećenja,250,Da,210000,1995,Dizel,Manuelni,2017,21999
Audi,A6,Bez oštećenja,204,Da,205000,3000,Dizel,Automatski,2012,16200
Mercedes Benz,220,Bez oštećenja,170,Da,300000,2200,Dizel,Automatski,2009,10000
Opel,Insignia,Bez oštećenja,136,Ne,165000,1598,Dizel,Automatski,2020,15800
Citroen,C4,Bez oštećenja,110,Ne,157000,1499,Dizel,Manuelni,2021,13800
Škoda,Superb,Bez oštećenja,170,Da,217000,2000,Dizel,Automatski,2012,6500
Peugeot,508,Bez oštećenja,130,Da,191000,1499,Dizel,Automatski,2019,14900
Mercedes Benz,SL 280,Bez oštećenja,204,Ne,110000,2799,Benzin,Automatski,1999,33990
Peugeot,208,Bez oštećenja,99,Ne,175000,1500,Dizel,Manuelni,2019,6600
Toyota,Yaris,Bez oštećenja,90,Ne,235999,1400,Dizel,Manuelni,2012,7600
Renault,Grand Espace,Bez oštećenja,173,Da,360000,2000,Dizel,Automatski,2010,4500
Peugeot,Expert,Bez oštećenja,89,Da,204000,1600,Dizel,Manuelni,2013,7000
Citroen,C3,Bez oštećenja,68,Da,211265,1400,Dizel,Manuelni,2008,2750
Citroen,C3,Bez oštećenja,93,Ne,170000,1500,Dizel,Manuelni,2018,7800
Peugeot,3008,Bez oštećenja,114,Da,289000,1600,Dizel,Manuelni,2015,9000
Audi,A6,Bez oštećenja,177,Da,204000,1998,Dizel,Automatski,2011,15600
Volkswagen,Touareg,Bez oštećenja,204,Da,210000,3000,Dizel,Automatski,2016,19500
Volkswagen,Passat,Bez oštećenja,150,Da,300000,1599,Dizel,Automatski,2016,16500
Mazda,CX-5,Bez oštećenja,150,Da,160000,2200,Dizel,Automatski,2013,11500
Volkswagen,Golf 3,Bez oštećenja,90,Da,141654,1900,Dizel,Manuelni,1995,1650
BMW,520,Bez oštećenja,190,Da,24000,2000,Hibrid dizel,Automatski,2022,44000
Audi,A6,Bez oštećenja,313,Da,232000,3000,Dizel,Automatski,2014,20500
Land Rover,Range Rover Evoque,Bez oštećenja,190,Ne,156000,2200,Dizel,Automatski,2012,19250
Kia,Sportage,Bez oštećenja,183,Da,122000,2000,Dizel,Manuelni,2015,13000
Volkswagen,Golf 6,Bez oštećenja,105,Da,130000,1600,Dizel,Manuelni,2010,7200
Mitsubishi,Colt,Bez oštećenja,95,Da,175000,1300,Benzin,Manuelni,2007,3700
Volkswagen,Amarok,Bez oštećenja,122,Da,280000,1968,Dizel,Manuelni,2012,12700
Peugeot,206,Oštećen - u voznom stanju,89,Da,267000,1997,Dizel,Manuelni,2003,1400
Volkswagen,Golf Sportsvan,Bez oštećenja,116,Ne,240000,1600,Dizel,Automatski,2019,13800
BMW,116,Bez oštećenja,117,Da,240000,1995,Dizel,Manuelni,2012,10500
Audi,A6,Bez oštećenja,179,Da,289000,2700,Dizel,Automatski,2005,8500
Volkswagen,Touran,Bez oštećenja,140,Da,333510,2000,Dizel,Manuelni,2005,3199
Mercedes Benz,A 200,Bez oštećenja,136,Ne,186528,2149,Dizel,Automatski,2017,15200
Volkswagen,Passat,Bez oštećenja,101,Da,340000,1900,Dizel,Manuelni,2003,3000
Audi,A3,Bez oštećenja,140,Ne,251000,2000,Dizel,Manuelni,2011,8700
Mini,Cooper,Bez oštećenja,120,Da,206000,1600,Benzin,Manuelni,2008,4800
Opel,Agila,Bez oštećenja,93,Ne,160000,1196,Benzin,Automatski,2012,6530
Audi,Q8,Bez oštećenja,286,Da,225000,3000,Hibrid dizel,Automatski,2019,57000
BMW,X1,Bez oštećenja,149,Da,220000,1997,Dizel,Automatski,2020,23500
Renault,Megane,Bez oštećenja,110,Da,201000,1500,Dizel,Manuelni,2011,7100
Renault,Clio,Bez oštećenja,75,Da,196000,1461,Dizel,Manuelni,2014,5800
Seat,Ibiza,Bez oštećenja,89,Da,220000,1900,Dizel,Manuelni,2009,4900
Renault,Grand Scenic,Bez oštećenja,110,Da,220873,1500,Dizel,Automatski,2011,4400
Volkswagen,Polo,Bez oštećenja,75,Da,237000,1200,Dizel,Manuelni,2012,5400
Audi,A3,Bez oštećenja,110,Da,243125,1600,Dizel,Manuelni,2013,11450
Citroen,C3,Bez oštećenja,89,Da,230000,1400,Dizel,Manuelni,2004,3200
Audi,A4,Bez oštećenja,142,Da,260000,2000,Dizel,Manuelni,2016,16800
Peugeot,5008,Bez oštećenja,115,Ne,192000,1600,Dizel,Automatski,2011,5900
Land Rover,Range Rover Evoque,Bez oštećenja,180,Da,200000,1999,Dizel,Automatski,2016,20000
Mercedes Benz,C 200,Bez oštećenja,102,Da,300000,2151,Dizel,Manuelni,1999,1600
BMW,325,Bez oštećenja,230,Da,250000,3000,Dizel,Automatski,2009,10800
Seat,Altea,Bez oštećenja,105,Da,294622,1598,Dizel,Automatski,2011,7000
BMW,114,Bez oštećenja,116,Ne,170000,114,Dizel,Manuelni,2015,8500
Renault,Megane,Bez oštećenja,81,Da,23000,1600,Dizel,Manuelni,2007,2500
